"","x"
"79481","OR4F6"
"79482","GM35164"
"79483","BAZ1B"
"79484","GM2559"
"79485","OR4F58"
"79486","PRKN"
"79487","GM49177"
"79488","GM47146"
"79489","1110059G10RIK"
"79490","GM2803"
"79491","OR4F59"
"79492","EIF2S3X"
"79493","GM4824"
"79494","TMEM230"
"79495","LIMD1"
"79496","A530076I17RIK"
"79497","GM18003"
"79498","4930555K19RIK"
"79499","UFC1"
"79500","GM52147"
"79501","GM2267"
"79502","GM56751"
"79503","GM26782"
"79504","GM49036"
"79505","GM18095"
"79506","GM49494"
"79507","OR4F60"
"79508","GM48121"
"79509","LATS1"
"79510","OR4F61"
"79511","OR51Q1B-PS1"
"79512","SACM1L"
"79513","RPL23A-PS14"
"79514","CEP112IT"
"79515","PCNA"
"79516","FANCG"
"79517","TSPOAP1"
"79518","KLHL15"
"79519","MAPK8IP3"
"79520","GM8221"
"79521","GM5476"
"79522","ZC3H12D"
"79523","GM8444"
"79524","GM56195"
"79525","CYP2D67-PS"
"79526","FZD9"
"79527","1700109G14RIK"
"79528","GM6723"
"79529","9430007M09RIK"
"79530","FKBP6"
"79531","GM8000"
"79532","TAB2"
"79533","GM28023"
"79534","GM17271"
"79535","GM25151"
"79536","GM20045"
"79537","GM18930"
"79538","DEDD"
"79539","GM49415"
"79540","GM23788"
"79541","GM5417"
"79542","GM43149"
"79543","OR51AC3"
"79544","GM4825"
"79545","GM43387"
"79546","OLFML3"
"79547","CDS2"
"79548","GM28114"
"79549","GM30556"
"79550","HS3ST4"
"79551","GM34593"
"79552","GM44562"
"79553","GM34646"
"79554","GM25759"
"79555","GM44559"
"79556","GM44560"
"79557","GM44830"
"79558","GM53002"
"79559","GM15339"
"79560","TAAR8A"
"79561","GM37719"
"79562","GM23168"
"79563","GM19901"
"79564","TAAR8B"
"79565","OR52Z12"
"79566","GM37696"
"79567","TAAR8C"
"79568","RAP2B"
"79569","TAAR9"
"79570","GM8349"
"79571","REV3L"
"79572","GM36953"
"79573","ZFP536"
"79574","S100A11"
"79575","GM29950"
"79576","STOML2"
"79577","S100A10"
"79578","MIR7673"
"79579","GM5400"
"79580","GM14826"
"79581","GM14825"
"79582","GM5541"
"79583","GM38207"
"79584","TDPOZ2"
"79585","TDPOZ1"
"79586","NFIX"
"79587","GM55943"
"79588","TDPOZ6"
"79589","GM18433"
"79590","GM15217"
"79591","GM38086"
"79592","GM5852"
"79593","GM5773"
"79594","CHD1L"
"79595","1700006F04RIK"
"79596","GM10863"
"79597","GM15222"
"79598","SLC6A20B"
"79599","GM49046"
"79600","GM56759"
"79601","6720469O03RIK"
"79602","GM44806"
"79603","GM44882"
"79604","GM44883"
"79605","GM22302"
"79606","GM44829"
"79607","A230103L15RIK"
"79608","GM25499"
"79609","GM24966"
"79610","TRIM50"
"79611","GM22496"
"79612","GM25648"
"79613","OR52A24"
"79614","4930556M19RIK"
"79615","4930556J02RIK"
"79616","GM24306"
"79617","GM25934"
"79618","GM25156"
"79619","GM26488"
"79620","GM24220"
"79621","GM24653"
"79622","OR52AE9"
"79623","ATP9A"
"79624","GM24969"
"79625","GM24417"
"79626","GM25121"
"79627","GM24657"
"79628","GM26230"
"79629","OR51L4"
"79630","NSUN5"
"79631","NIT1"
"79632","SLC6A20A"
"79633","GM23922"
"79634","GM25314"
"79635","GM26096"
"79636","OR52A5B"
"79637","GM22996"
"79638","MFSD4B3-PS"
"79639","GM26499"
"79640","ATOSB"
"79641","OR52A5"
"79642","URI1"
"79643","MFSD4B5"
"79644","NRG3OS"
"79645","GM43075"
"79646","FMO5"
"79647","POM121"
"79648","LYL1"
"79649","C87436"
"79650","GM17120"
"79651","AXIN2"
"79652","GM47173"
"79653","GM47171"
"79654","GM17200"
"79655","CCR9"
"79656","PRKAB2"
"79657","DAND5"
"79658","MFSD4B1"
"79659","GADD45GIP1"
"79660","GM16741"
"79661","RAD23A"
"79662","GM21154"
"79663","GM10052"
"79664","GM48839"
"79665","LZTFL1"
"79666","GM8055"
"79667","PFDN2"
"79668","ZBTB24"
"79669","MIR7033"
"79670","HIP1"
"79671","PDE4DIP"
"79672","GM11670"
"79673","GM11668"
"79674","GM24149"
"79675","GM37154"
"79676","E030025P04RIK"
"79677","KLHDC9"
"79678","GM11658"
"79679","NF2"
"79680","1700087M22RIK"
"79681","PVT1"
"79682","MICAL1"
"79683","GM37097"
"79684","NECTIN4"
"79685","CALR"
"79686","GM28583"
"79687","GM6819"
"79688","GM5591"
"79689","4930521O11RIK"
"79690","LDLRAD2"
"79691","GM20749"
"79692","GM29086"
"79693","GM56400"
"79694","GM21115"
"79695","GM21122"
"79696","GM29085"
"79697","GM24797"
"79698","USP48"
"79699","GM21129"
"79700","GM21136"
"79701","GM21152"
"79702","GM56401"
"79703","GM28451"
"79704","4933402J15RIK"
"79705","GM1982"
"79706","GM9226"
"79707","GM56402"
"79708","GM29258"
"79709","2610318M16RIK"
"79710","GM5114"
"79711","GM56403"
"79712","FARSA"
"79713","ZFP619"
"79714","GM44573"
"79715","GM17983"
"79716","GM2058"
"79717","GM26327"
"79718","GM2021"
"79719","GM9230"
"79720","GM37302"
"79721","GM38199"
"79722","GM28720"
"79723","GM28719"
"79724","PTDSS2"
"79725","PCBP1"
"79726","GM56098"
"79727","GM44369"
"79728","ASPRV1"
"79729","MXD1"
"79730","GM32455"
"79731","GM44292"
"79732","SNRNP27"
"79733","ARHGAP30"
"79734","GM30439"
"79735","GM17020"
"79736","GM17021"
"79737","MIR7069"
"79738","SYCE2"
"79739","CXCR6"
"79740","MMP10"
"79741","GM44214"
"79742","GMCL1"
"79743","USF1"
"79744","GCDH"
"79745","MMP8"
"79746","1810041H14RIK"
"79747","MHRT"
"79748","MMP27"
"79749","GM42731"
"79750","CCL26"
"79751","CCL24"
"79752","KLF1"
"79753","ANXA4"
"79754","KATNIP"
"79755","MMP1A"
"79756","GM43123"
"79757","DNASE2A"
"79758","JRKL"
"79759","RHBDD2"
"79760","GM26189"
"79761","5330432J10RIK"
"79762","PHXR4"
"79763","GM47089"
"79764","CCDC82"
"79765","GM56767"
"79766","TSTD1"
"79767","F11R"
"79768","GM15607"
"79769","IP6K2"
"79770","RAP1GAP"
"79771","GM48977"
"79772","MAST1"
"79773","POR"
"79774","GM56766"
"79775","GM30108"
"79776","GM56758"
"79777","USP21"
"79778","GM23034"
"79779","NCKIPSD"
"79780","GM35281"
"79781","MIR7225"
"79782","GM31305"
"79783","GM15999"
"79784","SEC22B"
"79785","4930505G20RIK"
"79786","GM37714"
"79787","CELSR3"
"79788","GM4861"
"79789","GM55395"
"79790","GM27198"
"79791","DDIT4L"
"79792","GM30946"
"79793","GM42610"
"79794","GM25080"
"79795","MIR6380"
"79796","H2AZ1"
"79797","GM55165"
"79798","GM45886"
"79799","MUC5B"
"79800","GM45448"
"79801","APELA"
"79802","SMIM31"
"79803","GM45445"
"79804","GM48810"
"79805","GM55340"
"79806","GM7619"
"79807","CAPN8"
"79808","SNORD71"
"79809","GM25321"
"79810","PHLPP2"
"79811","GM44153"
"79812","GM44152"
"79813","AUP1"
"79814","GM16061"
"79815","PROKR2"
"79816","SMPD2"
"79817","TMEM120A"
"79818","GM49304"
"79819","GM49048"
"79820","GM42607"
"79821","GM42608"
"79822","GM25404"
"79823","SPOPFM3"
"79824","BC021767"
"79825","GM16349"
"79826","MARVELD3"
"79827","TOLLIP"
"79828","GM49042"
"79829","GM14095"
"79830","MIR7004"
"79831","SALL4"
"79832","SELENBP2"
"79833","GM31456"
"79834","TAT"
"79835","PPIL6"
"79836","MIR7034"
"79837","STYXL1"
"79838","GM56134"
"79839","TMEM89"
"79840","GM45888"
"79841","CHST4"
"79842","CD164"
"79843","1700128A07RIK"
"79844","UQCRC1"
"79845","BRSK2"
"79846","8030455M16RIK"
"79847","ZFP612"
"79848","GM25214"
"79849","ZFP64"
"79850","MPO"
"79851","GARIN1B"
"79852","ECE1"
"79853","TLE7"
"79854","GM43711"
"79855","CGN"
"79856","CALB2"
"79857","MIR3473B"
"79858","GM47099"
"79859","CEP57L1"
"79860","A230070E04RIK"
"79861","GM37516"
"79862","CCDC185"
"79863","SUSD4"
"79864","CALU"
"79865","GM14260"
"79866","GM56443"
"79867","GM14258"
"79868","CMTR2"
"79869","D130009I18RIK"
"79870","MDH2"
"79871","SLC12A6"
"79872","BRF2"
"79873","GM37284"
"79874","NLRP4G"
"79875","GM47183"
"79876","GM47185"
"79877","GM7344"
"79878","GM56139"
"79879","ALKBH8"
"79880","ALPL"
"79881","RAB11FIP1"
"79882","GM37542"
"79883","TLR5"
"79884","GM20675"
"79885","1700100I10RIK"
"79886","GM56359"
"79887","DISP1"
"79888","SRRM3"
"79889","RGS9"
"79890","GM45267"
"79891","GM45266"
"79892","GOT1L1"
"79893","OPN1SW"
"79894","GM12353"
"79895","GM31072"
"79896","WWP1"
"79897","GM26590"
"79898","GM56107"
"79899","GM15263"
"79900","GM56108"
"79901","ADRB3"
"79902","FLNC"
"79903","PSMB4"
"79904","GM56202"
"79905","GM15918"
"79906","SRRM3OS"
"79907","GM22450"
"79908","HSPB1"
"79909","FAM177B"
"79910","BROX"
"79911","GM45470"
"79912","EIF4EBP1"
"79913","GM42533"
"79914","GM26279"
"79915","SELENBP1"
"79916","YWHAG"
"79917","GM35823"
"79918","GM49217"
"79919","5430430B14RIK"
"79920","CCNQ-PS2"
"79921","CHRNB3"
"79922","GM26536"
"79923","SSC4D"
"79924","GM49791"
"79925","9930024M15RIK"
"79926","GM24918"
"79927","PDSS2"
"79928","GM23275"
"79929","CWF19L2"
"79930","RFX5"
"79931","GM36107"
"79932","GM48975"
"79933","GM26630"
"79934","NIPSNAP1"
"79935","CHRNA6"
"79936","GM16546"
"79937","GM47857"
"79938","RPS19-PS11"
"79939","GM47856"
"79940","ZP3"
"79941","BEND3"
"79942","GM12705"
"79943","GM12681"
"79944","ATG4C"
"79945","GM24410"
"79946","POTEG"
"79947","PAM16L"
"79948","ZFP217"
"79949","MTRES1"
"79950","GM5362"
"79951","GUCY1A2"
"79952","DTX2"
"79953","CD24A"
"79954","GM5363"
"79955","RPL26-PS1"
"79956","PLA2G12B"
"79957","GM45860"
"79958","AIDA"
"79959","GM56141"
"79960","AASDHPPT"
"79961","GM10305"
"79962","GM12689"
"79963","GM37556"
"79964","GM14270"
"79965","GM21985"
"79966","GM12685"
"79967","GM12686"
"79968","MIR6918"
"79969","TM4SF5"
"79970","GM12684"
"79971","GM12683"
"79972","GM37117"
"79973","GM28864"
"79974","TEX29"
"79975","GM23230"
"79976","OIT3"
"79977","FOXD2"
"79978","FOXE3"
"79979","CMPK1"
"79980","EMC4"
"79981","LPO"
"79982","GM29175"
"79983","GM54669"
"79984","GM45560"
"79985","SOX1"
"79986","KBTBD3"
"79987","KATNBL1"
"79988","MCU"
"79989","GM54672"
"79990","SPACA7"
"79991","CASP12"
"79992","GM24045"
"79993","STIL"
"79994","GNA13"
"79995","TUBGCP3"
"79996","GM13940"
"79997","EMC7"
"79998","VMO1"
"79999","GM10322"
"80000","GM37986"
"80001","HHIPL2"
"80002","GM12317"
"80003","MICU1"
"80004","9930022D16RIK"
"80005","GLTPD2"
"80006","GM56444"
"80007","CHRM5"
"80008","2810402E24RIK"
"80009","BCAS1"
"80010","PSMB6"
"80011","PI4KB"
"80012","9630013A20RIK"
"80013","A430073I11RIK"
"80014","MIA3"
"80015","UPK3B"
"80016","GM40193"
"80017","AMZ2"
"80018","GM16582"
"80019","GM48506"
"80020","GM49747"
"80021","GM6015"
"80022","CDK5R2"
"80023","GM31981"
"80024","GM48640"
"80025","GM9662"
"80026","FEV"
"80027","PDGFD"
"80028","4933431J24RIK"
"80029","CRYBA2"
"80030","UPK3BL"
"80031","CCDC136"
"80032","MIR375"
"80033","CFAP65"
"80034","MKS1"
"80035","DDI1"
"80036","GM21089"
"80037","GM48674"
"80038","GM23097"
"80039","GM48675"
"80040","GM34499"
"80041","DYNC2H1"
"80042","AVEN"
"80043","RASA4"
"80044","3110083C13RIK"
"80045","4930474H20RIK"
"80046","ZMIZ1OS1"
"80047","GM22676"
"80048","GM56445"
"80049","GM15642"
"80050","EPX"
"80051","SSRP1"
"80052","GM54683"
"80053","TAL1"
"80054","GM15841"
"80055","ATP11A"
"80056","IHH"
"80057","GM37744"
"80058","NHEJ1"
"80059","SLC23A3"
"80060","GM49024"
"80061","RPS15A-PS3"
"80062","ERRFI1"
"80063","OR4D2B"
"80064","GM48941"
"80065","SLC16A6"
"80066","4930594M22RIK"
"80067","A730011C13RIK"
"80068","GM17148"
"80069","GM7399"
"80070","GM23803"
"80071","GM56998"
"80072","DNAJB12"
"80073","GM15265"
"80074","MIR7013"
"80075","ZFP687"
"80076","PARK7"
"80077","GM17747"
"80078","CNPPD1"
"80079","GM47920"
"80080","GM49779"
"80081","OR4D2"
"80082","GM56311"
"80083","THOC5"
"80084","PSMD4"
"80085","GM33472"
"80086","PRF1"
"80087","VHL"
"80088","RPL27A-PS1"
"80089","GM41162"
"80090","PALD1"
"80091","IRAK2"
"80092","GM15932"
"80093","A730061H03RIK"
"80094","GM10631"
"80095","GM45892"
"80096","GM35217"
"80097","GM45887"
"80098","GM45750"
"80099","TK2"
"80100","4930425P05RIK"
"80101","GM48077"
"80102","GM48074"
"80103","GM56207"
"80104","NODAL"
"80105","GM15701"
"80106","RETREG2"
"80107","MIR7035"
"80108","POLR2J"
"80109","GM30467"
"80110","EIF4EBP2"
"80111","TNFRSF9"
"80112","4930538L07RIK"
"80113","GM48086"
"80114","LRRC20"
"80115","4930428N03RIK"
"80116","GM43604"
"80117","LRWD1"
"80118","GM47595"
"80119","GM47593"
"80120","GM17829"
"80121","GM47594"
"80122","GM28447"
"80123","NPFFR1"
"80124","PPA1"
"80125","DOK5"
"80126","OR4D1"
"80127","GM4285"
"80128","GM11504"
"80129","GM11507"
"80130","AA413626"
"80131","GM14263"
"80132","NEFH"
"80133","GM14640"
"80134","4930542C16RIK"
"80135","GM26489"
"80136","GM14272"
"80137","CBLN4"
"80138","CKLF"
"80139","GM14271"
"80140","DYNLL2"
"80141","GM14274"
"80142","GM56446"
"80143","MC3R"
"80144","SAR1A"
"80145","GM14273"
"80146","FAM210B"
"80147","TNKS1BP1"
"80148","ARSG"
"80149","PIP5K1A"
"80150","GM43963"
"80151","GM43912"
"80152","MIR7042"
"80153","GM26982"
"80154","CMTM2A"
"80155","GHRL"
"80156","A930038B10RIK"
"80157","ALKBH4"
"80158","COL13A1"
"80159","4833413E03RIK"
"80160","BTNL2"
"80161","GM28239"
"80162","GM26866"
"80163","TAF1A"
"80164","ORAI2"
"80165","RD3"
"80166","GM45711"
"80167","GM2990"
"80168","GM22378"
"80169","MIR3104"
"80170","PLD2"
"80171","MOB2"
"80172","CMTM2B"
"80173","GM44033"
"80174","GM49417"
"80175","GM44053"
"80176","H2-Q7"
"80177","SEC13"
"80178","GM45878"
"80179","CMTM3"
"80180","PRKRIP1"
"80181","GM23405"
"80182","GM32460"
"80183","UTS2"
"80184","APLNR"
"80185","GM13712"
"80186","LRRC55"
"80187","TRAF5"
"80188","PER3"
"80189","GM41177"
"80190","ATP2B2"
"80191","MIR3473C"
"80192","GSTP-PS"
"80193","CHPF"
"80194","GM13716"
"80195","GM13714"
"80196","OR5AK4"
"80197","OR5AK20"
"80198","GM45630"
"80199","OR5AI1-PS1"
"80200","GM25416"
"80201","GM5050"
"80202","DUSP8"
"80203","OR5AK21-PS1"
"80204","SH2B2"
"80205","AURKA"
"80206","CMTM4"
"80207","OBSL1"
"80208","TRIM26"
"80209","GM45877"
"80210","DYNC1LI2"
"80211","GM45417"
"80212","KRTAP5-26"
"80213","KRTAP5-23"
"80214","KRTAP5-25"
"80215","GM25370"
"80216","KRTAP5-22"
"80217","GM4553"
"80218","KRTAP5-21"
"80219","GM30008"
"80220","GM19094"
"80221","KRTAP5-5"
"80222","KRTAP5-24"
"80223","GM2431"
"80224","KRTAP5-20"
"80225","GM10013"
"80226","CUX1"
"80227","GM45889"
"80228","KRTAP5-4"
"80229","GM49032"
"80230","GM5054"
"80231","VAMP3"
"80232","IFITM10"
"80233","GM43305"
"80234","GM41253"
"80235","GM12430"
"80236","ALG2"
"80237","POGZ"
"80238","SEC61B"
"80239","GM49369"
"80240","CTSD"
"80241","GM24170"
"80242","OR5AJ1-PS1"
"80243","GM38423"
"80244","MSANTD5F5"
"80245","GM27017"
"80246","MSANTD5F4"
"80247","GPCPD1"
"80248","MSANTD5F3"
"80249","MSANTD5F2"
"80250","MSANTD5F1"
"80251","GNPTG"
"80252","RASEF"
"80253","SRSF1"
"80254","GM45731"
"80255","TERB1"
"80256","GM48321"
"80257","CACNA1H"
"80258","GM26552"
"80259","GM48003"
"80260","GM49008"
"80261","GM5750"
"80262","GM47919"
"80263","GM5424"
"80264","FAM241B"
"80265","TMEM198"
"80266","VEZF1"
"80267","2410022M11RIK"
"80268","GM10371"
"80269","CUEDC1"
"80270","INHA"
"80271","GM15181"
"80272","STK11IP"
"80273","NEUROG3"
"80274","GM22148"
"80275","NAP1L4"
"80276","TSPAN15"
"80277","NAE1"
"80278","MSANTD5F6"
"80279","GM31107"
"80280","GM11486"
"80281","GM11485"
"80282","GM11488"
"80283","GM56161"
"80284","ZKSCAN16"
"80285","PTGR1"
"80286","MIR7662"
"80287","TACR2"
"80288","AP1B1"
"80289","9330188P03RIK"
"80290","HK1"
"80291","GM44167"
"80292","GM15082"
"80293","GM15083"
"80294","GM43911"
"80295","GM43932"
"80296","GM8132"
"80297","IGKV4-69"
"80298","DNAJC25"
"80299","IGKV4-68"
"80300","IGKV12-67"
"80301","RPRL1"
"80302","IGKV12-66"
"80303","IGKV4-65"
"80304","GM26655"
"80305","IGKV13-64"
"80306","HOXA13"
"80307","DCUN1D5"
"80308","LRRC71"
"80309","LRGUK"
"80310","GM6145"
"80311","GNG10"
"80312","GM47741"
"80313","GM12593"
"80314","MMP13"
"80315","GM21411"
"80316","GM20760"
"80317","GM13140"
"80318","CAR7"
"80319","GM13149"
"80320","ZFP989"
"80321","GM15183"
"80322","REX2"
"80323","SLC4A3"
"80324","NTRK1"
"80325","GM47212"
"80326","GM13153"
"80327","GM13160"
"80328","GM13142"
"80329","GM23297"
"80330","VMN2R-PS18"
"80331","GM48058"
"80332","ZFP991"
"80333","CARS1"
"80334","4930579G18RIK"
"80335","MMP12"
"80336","GM34934"
"80337","GM13163"
"80338","GM13147"
"80339","GM13158"
"80340","GM13135"
"80341","GM13144"
"80342","NADK"
"80343","1700001G11RIK"
"80344","GM45497"
"80345","SH2D2A"
"80346","SLC35B4"
"80347","PDP2"
"80348","CDH16"
"80349","GM56314"
"80350","GM24958"
"80351","WIPI1"
"80352","GM28651"
"80353","PRCC"
"80354","GM34060"
"80355","GM47547"
"80356","MRPL24"
"80357","GM41244"
"80358","AKR1B1"
"80359","B930046K06RIK"
"80360","SLC35E2"
"80361","GM15180"
"80362","GM5696"
"80363","RIMS1"
"80364","TEKT4"
"80365","MRPS23"
"80366","METTL25B"
"80367","GM4761"
"80368","1700110I01RIK"
"80369","GM44083"
"80370","SSTR5"
"80371","IL23R"
"80372","CDK11B"
"80373","GM50025"
"80374","RPSA-PS6"
"80375","GM50026"
"80376","GM42889"
"80377","TACSTD2"
"80378","TSR3"
"80379","IGKV2-137"
"80380","CCDC182"
"80381","4930515G16RIK"
"80382","PRKAR1A"
"80383","IGKV1-136"
"80384","IGKV1-135"
"80385","ISG20L2"
"80386","4930524C18RIK"
"80387","ING4"
"80388","RRAD"
"80389","OR5AK22"
"80390","BAIAP3"
"80391","CRABP2"
"80392","GM17188"
"80393","MMP1B"
"80394","OR5AK23"
"80395","CIAO2B"
"80396","GM23716"
"80397","NES"
"80398","CSTF1"
"80399","GAS2L1"
"80400","GM49067"
"80401","GM22658"
"80402","VSTM5"
"80403","OR5AK24"
"80404","GM7208"
"80405","BCAN"
"80406","MIR7064"
"80407","GM15580"
"80408","OR5AK25"
"80409","TNFRSF26"
"80410","RPL23A-PS4"
"80411","GM41192"
"80412","GM14099"
"80413","GM14098"
"80414","GM5159"
"80415","FADS2B"
"80416","MED17"
"80417","GM48433"
"80418","HKDC1"
"80419","GM55898"
"80420","GM52979"
"80421","9230110F11RIK"
"80422","1700109I08RIK"
"80423","CES2A"
"80424","TNFRSF22"
"80425","MIR3547"
"80426","HAPLN2"
"80427","GM44597"
"80428","UBE2I"
"80429","SHLD1"
"80430","ACRBP"
"80431","RASL10A"
"80432","4931406C07RIK"
"80433","GM34059"
"80434","GM22245"
"80435","CHGB"
"80436","FAM20A"
"80437","GM19439"
"80438","HDGF"
"80439","TNFRSF23"
"80440","SUPV3L1"
"80441","MMP23"
"80442","GM18303"
"80443","SLC40A1"
"80444","CASS4"
"80445","GM45477"
"80446","GM45354"
"80447","SLC27A3"
"80448","GM46447"
"80449","GM11684"
"80450","1700012B07RIK"
"80451","MIB2"
"80452","LPAR5"
"80453","2010008C14RIK"
"80454","OSBPL5"
"80455","SLMAPOS2"
"80456","MIR7045"
"80457","GM23751"
"80458","GM5884"
"80459","GM44420"
"80460","GM44216"
"80461","CLEC2H"
"80462","GM6831"
"80463","TAF1D"
"80464","GM45782"
"80465","CES2B"
"80466","GM11683"
"80467","MSI2"
"80468","4930507D05RIK"
"80469","VPS26A"
"80470","GM9496"
"80471","OR9G19"
"80472","GM44215"
"80473","RPL23A-PS1"
"80474","KLRB1"
"80475","GM3852"
"80476","OR9G8"
"80477","GM5269"
"80478","GM24553"
"80479","SERPINB2"
"80480","GM49332"
"80481","TRMT6"
"80482","INTS3"
"80483","MATR3-PS2"
"80484","CES2C"
"80485","KLRB1A"
"80486","GM16599"
"80487","A430110C17RIK"
"80488","MIR721"
"80489","GM38113"
"80490","SMOK3C"
"80491","TDRD5"
"80492","SRGN"
"80493","ZKSCAN1"
"80494","MRGPRG"
"80495","GM44998"
"80496","MRGPRE"
"80497","GM8798"
"80498","GM56435"
"80499","NADSYN1"
"80500","CES2E"
"80501","CDC34"
"80502","GPRC5A"
"80503","GM43493"
"80504","ZSCAN21"
"80505","OR9G4B"
"80506","MIR378B"
"80507","GM11510"
"80508","GM11493"
"80509","AKAP1"
"80510","GPRC5D"
"80511","RTF2"
"80512","FNDC10"
"80513","A430050A11RIK"
"80514","4930518J20RIK"
"80515","GM52949"
"80516","GM29803"
"80517","SSU72"
"80518","HEBP1"
"80519","NPHS2"
"80520","HCN2"
"80521","CES2F"
"80522","R3HDM4"
"80523","GM22881"
"80524","GM34391"
"80525","GM19434"
"80526","FAM234B"
"80527","GM22573"
"80528","GCNT7"
"80529","ATAD3A"
"80530","ZFP113"
"80531","GM56153"
"80532","MIR7650"
"80533","GM24455"
"80534","GM24299"
"80535","GM56154"
"80536","GM25791"
"80537","GM22620"
"80538","GM24357"
"80539","GM23455"
"80540","GM22579"
"80541","FAM209"
"80542","CEP295"
"80543","GM17232"
"80544","DHCR7"
"80545","TJP3"
"80546","AXDND1"
"80547","GM35360"
"80548","GM14303"
"80549","OR5M11B"
"80550","OR5M5"
"80551","COPS6"
"80552","CES2G"
"80553","MCM8"
"80554","4930572G02RIK"
"80555","GM5743"
"80556","CES2H"
"80557","EWSR1"
"80558","2610035F20RIK"
"80559","4930578M01RIK"
"80560","NPR1"
"80561","GM23904"
"80562","GM24490"
"80563","RPS13-PS1"
"80564","D830025C05RIK"
"80565","RPL35RT"
"80566","RPL31-PS23"
"80567","SOAT1"
"80568","MCM7"
"80569","GM45626"
"80570","GM21182"
"80571","GM21112"
"80572","POTEFAM3B"
"80573","1700039M10RIK"
"80574","1700022A22RIK"
"80575","GM20797"
"80576","GM20945"
"80577","GM20796"
"80578","DEFB33"
"80579","OR5M8"
"80580","GM15056"
"80581","GM6040"
"80582","OR5M3"
"80583","GM29019"
"80584","AY761185"
"80585","OR5M3B"
"80586","DEFA21"
"80587","1700129L04RIK"
"80588","GM48239"
"80589","GM23142"
"80590","DEFA23"
"80591","GM16048"
"80592","GM2916"
"80593","GM43595"
"80594","TFAP2C"
"80595","DEFA35"
"80596","GYG1"
"80597","GSG1"
"80598","ADAM32"
"80599","GM26886"
"80600","GM36899"
"80601","VWA1"
"80602","MIPEPOS"
"80603","4930523O13RIK"
"80604","ACTE1"
"80605","TMEM88B"
"80606","CPA3"
"80607","GM55808"
"80608","MRPL20"
"80609","4930432J09RIK"
"80610","OR5M9"
"80611","GM47414"
"80612","MIR25"
"80613","MIR93"
"80614","MIR106B"
"80615","AP4M1"
"80616","GM10873"
"80617","GM56447"
"80618","OR5M9B"
"80619","GM37648"
"80620","GM8296"
"80621","GM7063"
"80622","OR8U10"
"80623","MIR7007"
"80624","CPB1"
"80625","GM8304"
"80626","GM49171"
"80627","GM23216"
"80628","GM23974"
"80629","GM23984"
"80630","WDR75"
"80631","PIP5K1C"
"80632","GM13722"
"80633","GM56924"
"80634","OR5AL5"
"80635","PBP2"
"80636","MIR6404"
"80637","GM44274"
"80638","SLC25A22"
"80639","GM36582"
"80640","CCNL2"
"80641","OR5AL6"
"80642","DYNLT1-PS1"
"80643","GM43525"
"80644","OLFR1041-PS1"
"80645","EMP1"
"80646","OR5AL1"
"80647","AGTR1B"
"80648","GM48142"
"80649","OR5AL7"
"80650","PRSS34"
"80651","GM48141"
"80652","GM10248"
"80653","SCARNA9"
"80654","GM18426"
"80655","GM24339"
"80656","GM16568"
"80657","GM32618"
"80658","GM34973"
"80659","GM25921"
"80660","PRSS28"
"80661","GM2517"
"80662","GM42594"
"80663","GM48634"
"80664","CRLS1"
"80665","GM18491"
"80666","GM16142"
"80667","GM6558"
"80668","GM9385"
"80669","4930471C04RIK"
"80670","GM55537"
"80671","ZDHHC2"
"80672","KCNMB2"
"80673","TGFBR2"
"80674","PRSS29"
"80675","1700085D07RIK"
"80676","GM36026"
"80677","GM36738"
"80678","GM41178"
"80679","GM56714"
"80680","TAF6"
"80681","GM5430"
"80682","ZFHX2OS"
"80683","GM25136"
"80684","GM50085"
"80685","GM43907"
"80686","KLRB1C"
"80687","TPSAB1"
"80688","TPSB2"
"80689","GM37834"
"80690","GM37770"
"80691","ZMAT3"
"80692","GM36990"
"80693","PIK3CA"
"80694","GM23507"
"80695","SCPEP1"
"80696","AURKAIP1"
"80697","CNOT7"
"80698","KRI1"
"80699","GM44511"
"80700","TPSG1"
"80701","KLRB1B"
"80702","ELOBL"
"80703","COIL"
"80704","GFER"
"80705","OR8U9"
"80706","GM28906"
"80707","GM28040"
"80708","MXRA8OS"
"80709","OR8U8"
"80710","MXRA8"
"80711","OR8J3"
"80712","LRRN4"
"80713","BTNL4"
"80714","2210409E12RIK"
"80715","RHBDD3"
"80716","REN1"
"80717","OR8K1"
"80718","MIR124A-1HG"
"80719","OR8K3"
"80720","GM44067"
"80721","OR8K17"
"80722","BC035044"
"80723","GM15332"
"80724","BTNL5-PS"
"80725","OR8K18"
"80726","NPY1R"
"80727","GM44078"
"80728","OR8K1D-PS1"
"80729","GM8774"
"80730","CDKN2D"
"80731","GM15331"
"80732","OR8K20"
"80733","BTNL6"
"80734","CLEC2I"
"80735","GM37123"
"80736","KCNMB3"
"80737","GM48371"
"80738","OR5J3"
"80739","GM45911"
"80740","ZFP639"
"80741","LOC665443"
"80742","NAF1"
"80743","CNPY4"
"80744","AP1M2"
"80745","GM15329"
"80746","FERMT1"
"80747","ETNK2"
"80748","NOTCH4"
"80749","DVL1"
"80750","GM25275"
"80751","GM7639"
"80752","GM45827"
"80753","MBLAC1"
"80754","GM24274"
"80755","GM24677"
"80756","GM45880"
"80757","GM22956"
"80758","GM10660"
"80759","NXPE5"
"80760","GM48857"
"80761","NAT1"
"80762","GM48912"
"80763","GM36146"
"80764","NAT2"
"80765","GM9755"
"80766","NAT3"
"80767","4930405A10RIK"
"80768","GM36247"
