"","x"
"12702","DBF4B"
"12703","IGHV5-51"
"12704","CCDC127"
"12705","IGHVII-46-1"
"12706","IGHV3-42"
"12707","IGHV3-6"
"12708","SPCS2P1"
"12709","IGHV3-7"
"12710","IFIT6P"
"12711","IFIT1B"
"12712","IGHV4-55"
"12713","IGHVII-67-1"
"12714","CCNDBP1"
"12715","IGHV3-41"
"12716","RCN1"
"12717","IGHVII-62-1"
"12718","IGHVIII-5-2"
"12719","IGHV4-59"
"12720","IFIT1"
"12721","IGLV3-29"
"12722","IGLV2-28"
"12723","LY75"
"12724","IGLV3-27"
"12725","NAPGP2"
"12726","EXOC3"
"12727","MUC21"
"12728","IGLV3-26"
"12729","IGLVVI-25-1"
"12730","IGLV3-25"
"12731","IGHV2-70"
"12732","IGHVIII-76-1"
"12733","IGHV3-43"
"12734","IGLV3-24"
"12735","IGLV2-23"
"12736","IGHV3-66"
"12737","IGLVVI-22-1"
"12738","IGLV3-22"
"12739","IGHVII-53-1"
"12740","IGLV3-21"
"12741","IGHV3-72"
"12742","RNU6-1133P"
"12743","SLC16A12"
"12744","C6ORF15"
"12745","IGLVI-20"
"12746","IGLV3-19"
"12747","PSORS1C1"
"12748","IGHV3-48"
"12749","CATSPERB"
"12750","IGLV2-18"
"12751","IGLV3-17"
"12752","IGHV7-40"
"12753","IGLV3-16"
"12754","IGHV3-69-1"
"12755","IGHV1-69D"
"12756","RPL15P14"
"12757","ANAPC16"
"12758","GRIK4"
"12759","IGLV3-15"
"12760","IGHV1-58"
"12761","IGLV2-14"
"12762","RDH8"
"12763","IGHV2-5"
"12764","GTPBP1"
"12765","IGHV3-47"
"12766","IGHVIII-44"
"12767","IGHV8-51-1"
"12768","IGHV3-57"
"12769","IGHV3-63"
"12770","IGHV3-60"
"12771","IGHV3-73"
"12772","CDSN"
"12773","IGHV4-61"
"12774","MIR5589"
"12775","SHFL"
"12776","IGHVII-51-2"
"12777","IGHV3-74"
"12778","IGHVII-65-1"
"12779","PSORS1C2"
"12780","IGHV3-75"
"12781","IGHV2-70D"
"12782","C14ORF180"
"12783","DDIT4"
"12784","POLR2LP1"
"12785","IGHV3-62"
"12786","ATP5MC1P1"
"12787","PPP1R3A"
"12788","IGHV1-67"
"12789","RNU6-805P"
"12790","HOMER2P1"
"12791","IGHVIV-44-1"
"12792","TPRG1-AS2"
"12793","IGHV1-69-2"
"12794","FER1L6"
"12795","SNX19P4"
"12796","RNA5SP305"
"12797","VARS2"
"12798","POGLUT1"
"12799","RN7SKP241"
"12800","PRPF38AP2"
"12801","HACD1"
"12802","IGHVIII-67-4"
"12803","RN7SL819P"
"12804","IGHV4-4"
"12805","SLC9A3-OT1"
"12806","RPL6P26"
"12807","IGHG2"
"12808","ADAM11"
"12809","SLC9A3"
"12810","IGHV3-71"
"12811","IGHV1-69"
"12812","IGHV3-52"
"12813","VPS51P3"
"12814","IGHV3-49"
"12815","RPL36P13"
"12816","COPDA1"
"12817","TCF24"
"12818","IGHV3-76"
"12819","IGHVII-49-1"
"12820","IGHV1-46"
"12821","SLC20A1P1"
"12822","IGHVII-60-1"
"12823","IGHV5-78"
"12824","COPS5"
"12825","IGHVIII-67-2"
"12826","ABTB3"
"12827","IGHD"
"12828","RNA5SP238"
"12829","MIR3666"
"12830","BLACE"
"12831","CHCHD10"
"12832","EN2"
"12833","POLR3GP1"
"12834","IGHM"
"12835","IGHJ6"
"12836","STAM-DT"
"12837","IGHJ3P"
"12838","HNRNPH1"
"12839","IGHJ5"
"12840","RWDD4P2"
"12841","STAM"
"12842","RN7SL496P"
"12843","IGHJ4"
"12844","NANOGP7"
"12845","SUGCT"
"12846","IGHJ3"
"12847","IGHJ2P"
"12848","MTND5P30"
"12849","IGHJ2"
"12850","MMP11"
"12851","IGHJ1"
"12852","IGHD7-27"
"12853","IGHJ1P"
"12854","ITPRID2-DT"
"12855","IGHD1-26"
"12856","IGHD6-25"
"12857","OR7E28P"
"12858","IGHD5-24"
"12859","IGHD4-23"
"12860","PPAN-P2RY11"
"12861","IGHD3-22"
"12862","IGHD2-21"
"12863","GTF2A1L"
"12864","IGHD1-20"
"12865","IGHD6-19"
"12866","IGHD5-18"
"12867","IGHD4-17"
"12868","IGHD3-16"
"12869","LAMC1"
"12870","IGHD2-15"
"12871","IGHD1-14"
"12872","IGHD6-13"
"12873","IGHD5-12"
"12874","IGHD4-11"
"12875","TRIM42"
"12876","IGHD3-10"
"12877","IGHD3-9"
"12878","IGHD2-8"
"12879","IGHD1-7"
"12880","IGHD6-6"
"12881","HMGB3P22"
"12882","IGHD5-5"
"12883","IGHD4-4"
"12884","IGHD3-3"
"12885","IGHD2-2"
"12886","FAM30A"
"12887","IGHD1-1"
"12888","IGHV6-1"
"12889","DGKG"
"12890","RN7SL712P"
"12891","AKR1B1P8"
"12892","API5P1"
"12893","AGTR2"
"12894","IGHVII-1-1"
"12895","ADAM6"
"12896","IGHV1-2"
"12897","ZDHHC9"
"12898","ASCC2"
"12899","PPAN"
"12900","ASPHD1"
"12901","TMEM236"
"12902","GTPBP4"
"12903","RRBP1"
"12904","NME7"
"12905","LINC01450"
"12906","CLEC5A"
"12907","RNA5SP268"
"12908","ARFGEF1"
"12909","CSTPP1"
"12910","SLC9A3-AS1"
"12911","GJC1"
"12912","SNORD105"
"12913","SNORD105B"
"12914","P2RY11"
"12915","MSRB1"
"12916","EIF3G"
"12917","RPL3L"
"12918","EXOSC9"
"12919","NDUFB10"
"12920","HIGD1B"
"12921","RPS2"
"12922","CEP76"
"12923","MIR4456"
"12924","CEP72"
"12925","SNORA10"
"12926","SNORA64"
"12927","SNHG9"
"12928","KCTD13-DT"
"12929","SNORA78"
"12930","RNF151"
"12931","TBL3"
"12932","ALDOA"
"12933","NOXO1"
"12934","ZSWIM2"
"12935","SALL4P2"
"12936","UTP14A"
"12937","EFTUD2"
"12938","GFER"
"12939","TAS2R38"
"12940","SYNGR3"
"12941","TPPP"
"12942","RNU6-102P"
"12943","GPR37"
"12944","NPW"
"12945","LINC03043"
"12946","RN7SL219P"
"12947","ZNF598"
"12948","FDPSP7"
"12949","LINC02463"
"12950","RPS6P20"
"12951","DTX2P1"
"12952","LINC01826"
"12953","IDI2"
"12954","UPK3BP1"
"12955","PMS2P11"
"12956","RPL5P8"
"12957","PATL2"
"12958","PMS2P9"
"12959","TRIM69"
"12960","KRT18P20"
"12961","BRD9P2"
"12962","RBAK-RBAKDN"
"12963","MTCO3P7"
"12964","SPICP4"
"12965","LINC03097"
"12966","SPCS2P3"
"12967","RNU6-572P"
"12968","NCKAP5-AS1"
"12969","SNHG4"
"12970","RNA5SP310"
"12971","FAM124B"
"12972","RPH3A"
"12973","ANXA8L1"
"12974","RCSD1"
"12975","COPS6"
"12976","ITPRID2"
"12977","RNU6-331P"
"12978","RNU6-375P"
"12979","PLPP7"
"12980","L3MBTL2"
"12981","ATP5PDP1"
"12982","TGM7"
"12983","SNORA74D"
"12984","SNORA74A"
"12985","TMEM268"
"12986","MATR3"
"12987","FDPSP1"
"12988","LINC01720"
"12989","LCMT2"
"12990","XCL2"
"12991","MIR7973-2"
"12992","MIR7973-1"
"12993","PSMG2"
"12994","BCORL1"
"12995","LRRC8D-DT"
"12996","DMXL2"
"12997","CMC2"
"12998","TEX53"
"12999","TEX48"
"13000","KLHL6"
"13001","TNFSF15"
"13002","POU2F1"
"13003","ATP6V1G1"
"13004","ZNF707"
"13005","CENPN"
"13006","PRIMA1"
"13007","EI24P6"
"13008","CENPN-AS1"
"13009","PSMD5"
"13010","LINC01209"
"13011","ADAMTS9"
"13012","B2M"
"13013","C16ORF46"
"13014","MIR25"
"13015","MIR93"
"13016","MIR106B"
"13017","CNPY4"
"13018","IFI27"
"13019","IRS4"
"13020","TCEAL3"
"13021","PKD1L2"
"13022","S1PR2"
"13023","HNRNPA1P33"
"13024","NPY4R"
"13025","MIR4322"
"13026","MRPL4"
"13027","NLRP14"
"13028","STOX1"
"13029","PHF19"
"13030","MBLAC1"
"13031","TUBGCP5"
"13032","RPL7P60"
"13033","TRAPPC14"
"13034","RNU6-1306P"
"13035","RCOR2"
"13036","SGK2"
"13037","FAM199X"
"13038","PPP4R4"
"13039","CHADL"
"13040","ESX1"
"13041","CCNA2"
"13042","RNU6-697P"
"13043","SORD2P"
"13044","DDX50"
"13045","NAA40"
"13046","MIR6889"
"13047","SOX10"
"13048","BBS7"
"13049","RPN2"
"13050","TMEM184B"
"13051","MIR4658"
"13052","GAL3ST4"
"13053","MROH8"
"13054","SERPINA6"
"13055","CCDC103"
"13056","NUTM1"
"13057","GPC2"
"13058","RNU6-45P"
"13059","COX8A"
"13060","STK25P1"
"13061","LPCAT4"
"13062","EIF4A2P1"
"13063","SEH1L"
"13064","FAM181A-AS1"
"13065","GOLGA8A"
"13066","MACROD1"
"13067","BTBD7"
"13068","NOP10"
"13069","CTAG1A"
"13070","APLN"
"13071","XPNPEP2"
"13072","LINC02878"
"13073","PVRIG2P"
"13074","CCDC166"
"13075","MIR6840"
"13076","PPP1R35"
"13077","ICAM1"
"13078","MAPK15"
"13079","CDH23-AS1"
"13080","C10ORF105"
"13081","KIF18B"
"13082","TRIM32"
"13083","VSIR"
"13084","SASH3"
"13085","SPACDR"
"13086","C1GALT1C1"
"13087","CDCA4P1"
"13088","CER1"
"13089","RN7SL704P"
"13090","BBS7-DT"
"13091","RNU6-393P"
"13092","CSNK1E"
"13093","MIR3609"
"13094","RNU6-1260P"
"13095","TRPC3"
"13096","RNF14P3"
"13097","H3P46"
"13098","LDHAP4"
"13099","GLRX5P1"
"13100","KAT14"
"13101","PSIP1P1"
"13102","CT47B1"
"13103","UBE2V1P10"
"13104","MIR1285-1"
"13105","TUBB3P2"
"13106","MIR7152"
"13107","EIF3JP3"
"13108","ELMO2P1"
"13109","CDK6"
"13110","CT47A6"
"13111","ANXA2P2"
"13112","CDH23"
"13113","STIP1"
"13114","TRBV21OR9-2"
"13115","IFI27L1"
"13116","TRBV22OR9-2"
"13117","CT47A5"
"13118","TRBV23OR9-2"
"13119","CT47A4"
"13120","TRBV24OR9-2"
"13121","TRBV25OR9-2"
"13122","RNU6-153P"
"13123","MRPS34"
"13124","GNG5P1"
"13125","PRR18"
"13126","PTENP1-AS"
"13127","TRBV26OR9-2"
"13128","CT47A3"
"13129","SFT2D1"
"13130","CT47A2"
"13131","B3GNT5"
"13132","CT47A1"
"13133","TRBV29OR9-2"
"13134","UBE2R2"
"13135","ARAF"
"13136","RNU4ATAC11P"
"13137","SNORD121B"
"13138","ICAM4"
"13139","SNORD121A"
"13140","OSTCP8"
"13141","SPMIP7"
"13142","RN7SKP114"
"13143","DCAF12"
"13144","FAM83H"
"13145","NUBP2"
"13146","KIAA1549"
"13147","CHRDL1"
"13148","TUBB4BP2"
"13149","ZNF808"
"13150","DDX50P2"
"13151","HNRNPA1P49"
"13152","CTSL"
"13153","MPC1-DT"
"13154","RPS6KA2-IT1"
"13155","MIR1913"
"13156","GOLIM4"
"13157","TBXT"
"13158","MIR4664"
"13159","KIF18B-DT"
"13160","LINC01970"
"13161","SCRIB"
"13162","UNC79"
"13163","SECTM1"
"13164","LINC01920"
"13165","CEP192"
"13166","PPIAP67"
"13167","DNAH7"
"13168","P2RX7"
"13169","RPL39P34"
"13170","ZNF611"
"13171","GOLGA6L22"
"13172","HERC2P7"
"13173","SPATA31E3P"
"13174","MPHOSPH10P9"
"13175","CES1P1"
"13176","GOLGA8EP"
"13177","CES5A"
"13178","MRS2"
"13179","FREM1"
"13180","HERC2P2"
"13181","FBXL5"
"13182","TGM3"
"13183","CNN2P10"
"13184","LAMC1-AS1"
"13185","MTCO1P14"
"13186","TGM6"
"13187","GOLGA8IP"
"13188","FCF1P4"
"13189","GLUD1P9"
"13190","CAPN6"
"13191","RXRG"
"13192","TEX19"
"13193","RPL19P2"
"13194","KCNAB1-AS2"
"13195","MTAPP2"
"13196","CCDC50"
"13197","HEXD-IT1"
"13198","NARF-IT1"
"13199","GPNMB"
"13200","MIR4731"
"13201","RNU6-496P"
"13202","TEKT3"
"13203","HMGB1P12"
"13204","HSBP1P1"
"13205","HNRNPCP1"
"13206","EIF4BP7"
"13207","SNRPB"
"13208","SRPX2"
"13209","RPL9P5"
"13210","ZNF28"
"13211","PABPN1P2"
"13212","RN7SL187P"
"13213","ZNF773"
"13214","ZFYVE21"
"13215","SCG3"
"13216","PTGES2"
"13217","RNA5SP195"
"13218","RN7SKP64"
"13219","PAIP2"
"13220","RNU6-799P"
"13221","RN7SL792P"
"13222","GK5"
"13223","PMP22"
"13224","ATP1B4"
"13225","ZNF549"
"13226","BEND3"
"13227","IGFALS"
"13228","PREP"
"13229","ZNF416"
"13230","TPR"
"13231","DPP10"
"13232","HAGH"
"13233","ZIK1"
"13234","SLC35E4"
"13235","SNORA71E"
"13236","SNORA60"
"13237","RALGAPB"
"13238","DUSP18"
"13239","SYNGR2P1"
"13240","RN7SL673P"
"13241","DNM1P28"
"13242","SLC23A1"
"13243","GOLGA8T"
"13244","RNU7-37P"
"13245","LYSMD2"
"13246","MCTS1"
"13247","RPL13AP26"
"13248","TCN2"
"13249","RN7SL469P"
"13250","DNM1P30"
"13251","ZNF134"
"13252","RNU6-17P"
"13253","ARHGAP11B"
"13254","ARHGAP11B-DT"
"13255","DNM1P50"
"13256","GOLGA8Q"
"13257","ZNF211"
"13258","CCDC197"
"13259","FBXL22"
"13260","SLC25A13"
"13261","CUL4B"
"13262","FAM200B"
"13263","PIAS1"
"13264","SCAF8"
"13265","SERPINA10"
"13266","DAAM1"
"13267","CES1"
"13268","EHHADH"
"13269","MPHOSPH10P2"
"13270","GOLGA8N"
"13271","RN7SL286P"
"13272","ZNF527"
"13273","SCG5"
"13274","TAS2R4"
"13275","ZYX"
"13276","CCM2"
"13277","RNU7-38P"
"13278","PPIF"
"13279","SMC5"
"13280","EIF2B5"
"13281","MZB1"
"13282","ZNF569"
"13283","ZCCHC24"
"13284","TPRX1P1"
"13285","RPS12P18"
"13286","SFTPA2"
"13287","PROB1"
"13288","DNAJC18"
"13289","ZNF540"
"13290","SULT1D1P"
"13291","LINC02833"
"13292","ASB2"
"13293","SULT1E1"
"13294","SCG5-AS1"
"13295","GREM1-AS1"
"13296","GREM1"
"13297","CCDC198"
"13298","METTL18"
"13299","RN7SL726P"
"13300","MIR204"
"13301","PIGUP1"
"13302","RPL35AP21"
"13303","OR13F1"
"13304","LINC00254"
"13305","HS3ST6"
"13306","OR13C4"
"13307","CILK1"
"13308","MBL3P"
"13309","CHIA"
"13310","OR13C8"
"13311","SFTPA3P"
"13312","OR13D2P"
"13313","SFTPA1"
"13314","OR13C5"
"13315","DET1"
"13316","VAC14"
"13317","OR13C2"
"13318","ULK4P3"
"13319","MIR937"
"13320","OR13C9"
"13321","PIKFYVE"
"13322","NRBP2"
"13323","SELENOKP1"
"13324","OR13I1P"
"13325","ZNF607"
"13326","OR13D3P"
"13327","NIPSNAP3A"
"13328","CSN1S1"
"13329","ULK4P2"
"13330","MIR6892"
"13331","EPHA1"
"13332","RNU6-732P"
"13333","MIR584"
"13334","RN7SKP145"
"13335","NIPSNAP3B"
"13336","HTR1A"
"13337","WDR87"
"13338","RNF111"
"13339","ACSL6"
"13340","RPS26P45"
"13341","ABCA1"
"13342","TMEM132D"
"13343","RN7SL718P"
"13344","CYP2S1"
"13345","SLC17A8"
"13346","MCHR1"
"13347","CENPW"
"13348","VAC14-AS1"
"13349","TUG1"
"13350","KCNK16"
"13351","LINC02679"
"13352","RNU6ATAC25P"
"13353","AXL"
"13354","EPHA1-AS1"
"13355","BEND3P3"
"13356","TEKT5"
"13357","TAS2R62P"
"13358","WAPL"
"13359","TAS2R60"
"13360","TAS2R41"
"13361","MIR6845"
"13362","OR2R1P"
"13363","EPPK1"
"13364","OR10AC1"
"13365","LINC02460"
"13366","PAICSP5"
"13367","GPHN"
"13368","ST13P3"
"13369","MIR661"
"13370","BRAP"
"13371","ZNF92"
"13372","PARP10"
"13373","CTAGE15"
"13374","CTAGE6"
"13375","MTCYBP33"
"13376","MTND6P33"
"13377","OR2F2"
"13378","MTND5P33"
"13379","MTND4P34"
"13380","OR2F1"
"13381","MTND4LP24"
"13382","MTND3P13"
"13383","MTCO3P24"
"13384","MTATP6P24"
"13385","HPS4"
"13386","NUBP1"
"13387","MIR548O2"
"13388","OR6B1"
"13389","RPS3P2"
"13390","SLC32A1"
"13391","TCAF2"
"13392","WDR86"
"13393","ACTR5"
"13394","LDLRAD4"
"13395","TMEM200A"
"13396","TCAF2P1"
"13397","RN7SKP173"
"13398","CNBD2"
"13399","REPS1"
"13400","SHQ1"
"13401","RN7SKP187"
"13402","MTND5P8"
"13403","MTND6P24"
"13404","RNU6-780P"
"13405","WAPL-DT"
"13406","RNF121"
"13407","IFRD1"
"13408","CYP2C58P"
"13409","RPL7AP52"
"13410","CYP2C9"
"13411","LRRC49"
"13412","OTUB2"
"13413","CHPT1"
"13414","FAM181A"
"13415","COX8C"
"13416","KLF3P2"
"13417","FBXO45"
"13418","CCL3L3"
"13419","HTN1"
"13420","IFI27L2"
"13421","IGF2BP2-AS1"
"13422","RPL36AP9"
"13423","MTND4P20"
"13424","CYP2C59P"
"13425","CYP2C60P"
"13426","FOXO6-AS1"
"13427","FOXO6"
"13428","CCL18"
"13429","CYP2C8"
"13430","RPS29P3"
"13431","YEATS2"
"13432","COL20A1"
"13433","MC2R"
"13434","VWC2L"
"13435","RPL36AP49"
"13436","ZNF519"
"13437","CCL3-AS1"
"13438","PRR27"
"13439","TVP23A"
"13440","CCL3"
"13441","PRELID1P7"
"13442","NIBAN1"
"13443","CCL4"
"13444","RN7SL34P"
"13445","RPL17P37"
"13446","CCDC97"
"13447","LINC02393"
"13448","EPB41L5"
"13449","TBX3"
"13450","RN7SL301P"
"13451","JCHAIN"
"13452","TBC1D3B"
"13453","FRG2LP"
"13454","RNU6-72P"
"13455","MIR3165"
"13456","TMEM91"
"13457","ODAD2P1"
"13458","LAMTOR1"
"13459","CLUL1"
"13460","DDX24"
"13461","CCL4L2"
"13462","WDR82P2"
"13463","RPL5P6"
"13464","OR10J5"
"13465","LAMC2"
"13466","PAWRP1"
"13467","RPS3AP36"
"13468","ALDH18A1"
"13469","SOWAHB"
"13470","SVOP"
"13471","TXNP6"
"13472","RPL7P17"
"13473","PLAAT1"
"13474","RNU6-1187P"
"13475","RNU6-887P"
"13476","KLB"
"13477","DEXI"
"13478","METTL17"
"13479","PYDC2"
"13480","GRINA"
"13481","RNF168"
"13482","MIR5591"
"13483","COG7"
"13484","LIAS"
"13485","RPEP6"
"13486","PHOX2A"
"13487","CRADDP1"
"13488","B9D2"
"13489","MB21D2"
"13490","ENTPD1"
"13491","P3H2"
"13492","ANHX"
"13493","WDR38"
"13494","LSMEM1"
"13495","BCKDHA"
"13496","SPATC1"
"13497","SERPINB10"
"13498","CASC18"
"13499","TNFRSF11A"
"13500","GPR21"
"13501","FRRS1L"
"13502","SYCP3"
"13503","OPLAH"
"13504","NPM1P14"
"13505","NOS3"
"13506","IFT74"
"13507","CUBNP2"
"13508","RN7SKP23"
"13509","SNORA75"
"13510","OR6D1P"
"13511","CCNYL7"
"13512","ANKRD30BP3"
"13513","OR13A1"
"13514","EARS2"
"13515","ALOX5"
"13516","RNU6-1258P"
"13517","SERPINA1"
"13518","TBC1D3I"
"13519","WFDC10B"
"13520","HSPE1P6"
"13521","EEF1A1P14"
"13522","GPA33"
"13523","WDR53"
"13524","MIR1257"
"13525","RPL17P48"
"13526","MIR3195"
"13527","TAF4"
"13528","LOXL4"
"13529","RPL17P44"
"13530","ERICH4"
"13531","ACTBP9"
"13532","ZCCHC2"
"13533","MIR6846"
"13534","MIR6847"
"13535","SIGLEC8"
"13536","CYC1"
"13537","TPRG1"
"13538","FGFR1OP2"
"13539","XCL1"
"13540","SERPINA2"
"13541","MIR1287"
"13542","MIR4685"
"13543","LINC02620"
"13544","GLIS2-AS1"
"13545","SORCS3"
"13546","NMRAL1"
"13547","SHARPIN"
"13548","RPL23AP65"
"13549","C20ORF202"
"13550","RPL21P97"
"13551","ARHGAP40"
"13552","SWAP70"
"13553","NUF2"
"13554","SUB1P4"
"13555","UBFD1"
"13556","MCMBP"
"13557","WFDC8"
"13558","SIGLEC12"
"13559","XIRP2-AS1"
"13560","ABCD2"
"13561","TANK-AS1"
"13562","GLULP6"
"13563","FTH1P20"
"13564","MED15P5"
"13565","GYPC"
"13566","ATP13A5-AS1"
"13567","ENAHP1"
"13568","DTWD1P2"
"13569","CCNB1IP1P2"
"13570","MGAT2P2"
"13571","ADIPOQ"
"13572","CT45A3"
"13573","PLIN1"
"13574","PIGT"
"13575","SPATA31G1"
"13576","SIGLEC6"
"13577","YEATS4"
"13578","CT45A6"
"13579","NDUFAB1"
"13580","ATP13A4"
"13581","WDR97"
"13582","RNU6-1207P"
"13583","CT45A2"
"13584","SLC35G4"
"13585","MIR4682"
"13586","NACAP2"
"13587","MIR7153"
"13588","ASNSP6"
"13589","CH25H"
"13590","CT45A8"
"13591","CMTR2"
"13592","RN7SL338P"
"13593","CHMP1B"
"13594","LIPA"
"13595","STOML2"
"13596","CALB2"
"13597","CHMP1B-AS1"
"13598","TSHZ1"
"13599","PEX11A"
"13600","GAD3P"
"13601","SLC44A3P1"
"13602","DCTN5"
"13603","VWC2L-IT1"
"13604","HNRNPA1P47"
"13605","IMPDH1P7"
"13606","ROCK1P1"
"13607","MTCO3P43"
"13608","CT45A9"
"13609","MYL1"
"13610","NPIPB1P"
"13611","MIR505"
"13612","RN7SKP50"
"13613","CXORF66"
"13614","LINC02709"
"13615","HNRNPA3P3"
"13616","RN7SL727P"
"13617","RNU7-28P"
"13618","MBD1"
"13619","UGDH"
"13620","MIR652"
"13621","MIR3978"
"13622","SNORD96B"
"13623","AMMECR1-IT1"
"13624","RNU6-275P"
"13625","RN7SKP161"
"13626","RNU6-837P"
"13627","HGH1"
"13628","RPL36AP43"
"13629","SOWAHD"
"13630","ADM"
"13631","MIR3974"
"13632","RPL39"
"13633","JMJD7"
"13634","RNU6-251P"
"13635","RN7SL38P"
"13636","RNA5SP357"
"13637","RNA5SP360"
"13638","RNA5SP356"
"13639","RNA5SP358"
"13640","RNA5SP359"
"13641","RNU6-472P"
"13642","MIR1293"
"13643","RNU6-1093P"
"13644","RNU6-333P"
"13645","RNU6-400P"
"13646","GSC"
"13647","RNU6-871P"
"13648","SNORA69"
"13649","RNU6-279P"
"13650","RNF113A"
"13651","RNU4-20P"
"13652","RBBP4P5"
"13653","RNU6-595P"
"13654","RNU1-83P"
"13655","NDUFA1"
"13656","MIR6125"
"13657","OR10G1P"
"13658","RN7SL804P"
"13659","RNU6-769P"
"13660","PABPC1P8"
"13661","MIR6757"
"13662","RNU6-238P"
"13663","UBE2NP1"
"13664","TRAV1-1"
"13665","RN7SKP172"
"13666","MIR3913-1"
"13667","OR10G2"
"13668","SNORA70G"
"13669","RNA5SP363"
"13670","TSSK5P"
"13671","RN7SL737P"
"13672","MIR3913-2"
"13673","RNU7-4P"
"13674","TRAV1-2"
"13675","MIR617"
"13676","MIR618"
"13677","MIR4699"
"13678","MIR331"
"13679","ARL6IP1P1"
"13680","RNU6-808P"
"13681","TRAV2"
"13682","MIR5700"
"13683","TP53INP1"
"13684","MIR4495"
"13685","AKAP14"
"13686","RNU6-768P"
"13687","TRAV3"
"13688","RN7SL88P"
"13689","PLK1"
"13690","RN7SL483P"
"13691","TRAV4"
"13692","RNA5SP367"
"13693","ANAPC1"
"13694","MIR3685"
"13695","RNU4-24P"
"13696","TRAV5"
"13697","RNU6-1183P"
"13698","RNU5E-5P"
"13699","RPL4P1"
"13700","SIGLEC29P"
"13701","BCL2L2"
"13702","ZNF175"
"13703","RNU4-41P"
"13704","RNA5SP369"
"13705","MIR7844"
"13706","RN7SL330P"
"13707","MIR1279"
"13708","RNU6-735P"
"13709","MIR4303"
"13710","RNU6-101P"
"13711","RNY1P16"
"13712","RNA5SP368"
"13713","RNU6-172P"
"13714","RN7SL630P"
"13715","RNU6-1068P"
"13716","RNU6-247P"
"13717","MIR4472-2"
"13718","MIR1302-1"
"13719","RNU6-1188P"
"13720","RNA5SP371"
"13721","MIR620"
"13722","RN7SKP263"
"13723","RN7SKP11"
"13724","JMJD7-PLA2G4B"
"13725","RNA5SP374"
"13726","RN7SL865P"
"13727","ASIC3"
"13728","TCTN3"
"13729","RNA5SP372"
"13730","RNA5SP376"
"13731","HMGN2P2"
"13732","MIR3612"
"13733","RNU6-717P"
"13734","RPL9P33"
"13735","RN7SL508P"
"13736","MIR3922"
"13737","TSHR"
"13738","SPACA6-AS1"
"13739","MIR99B"
"13740","MIRLET7E"
"13741","MIR125A"
"13742","VCPIP1"
"13743","HAS1"
"13744","RNU6ATAC33P"
"13745","MIR4485"
"13746","RNF141"
"13747","NKAP"
"13748","C8ORF44-SGK3"
"13749","PLCH1-AS1"
"13750","SGK3"
"13751","RPS27AP8"
"13752","ATOSB"
"13753","RPL6P7"
"13754","GMNC"
"13755","FPR2"
"13756","MIR7154"
"13757","CRY2"
"13758","FPR3"
"13759","NR5A2"
"13760","SMCO1"
"13761","NOVA2"
"13762","SH3BP1"
"13763","RPL7AP24"
"13764","PRICKLE1P1"
"13765","MIR1587"
"13766","RPS11P7"
"13767","ETV5"
"13768","IMPDH1P2"
"13769","RPL9"
"13770","BCOR"
"13771","RNA5SP468"
"13772","RPS18P13"
"13773","JPT2"
"13774","IL12RB1"
"13775","FAM120B"
"13776","SPTBN5"
"13777","IFIT3"
"13778","ENSAP3"
"13779","SGPP2"
"13780","SCARF1"
"13781","OGDHL"
"13782","SCYL3"
"13783","DNAJC17P1"
"13784","MIR3152"
"13785","RN7SKP258"
"13786","RAP1BP1"
"13787","SAXO1"
"13788","CRACDL"
"13789","CDK5"
"13790","TRMT10A"
"13791","C3ORF33"
"13792","PSMC3P1"
"13793","RRAGA"
"13794","ADAMTSL1"
"13795","MAPK8IP1"
"13796","NANOGP2"
"13797","SEC61GP1"
"13798","NAA50P2"
"13799","TANC1"
"13800","MIR3177"
"13801","ETV5-AS1"
"13802","GPRASP3P1"
"13803","RPL17P3"
"13804","GAPDHP47"
"13805","CCNF"
"13806","NMNAT1P1"
"13807","ST13P15"
"13808","GTF2A1"
"13809","RBM43P1"
"13810","FKBP5"
"13811","EIF5A2"
"13812","MAST3-AS1"
"13813","KRTAP17-1"
"13814","TBC1D3P7"
"13815","KRT33A"
"13816","KRT33B"
"13817","KRT31"
"13818","RN7SL385P"
"13819","LGALS1"
"13820","KRT41P"
"13821","KRT37"
"13822","KRT34"
"13823","KRTAP2-3"
"13824","KRTAP2-4"
"13825","KRTAP2-5P"
"13826","KRTAP4-11"
"13827","KRTAP4-12"
"13828","KRTAP4-5"
"13829","MAPK6P6"
"13830","IFI30"
"13831","KRTAP4-4"
"13832","RPL21P89"
"13833","KRTAP4-8"
"13834","KRTAP16-1"
"13835","NMNAT2"
"13836","KRTAP4-2"
"13837","SGMS1"
"13838","KRTAP4-17P"
"13839","KRTAP9-12P"
"13840","KRTAP9-3"
"13841","KRTAP9-8"
"13842","KRTAP9-4"
"13843","KRTAP29-1"
"13844","KRTAP4-6"
"13845","KRTAP4-9"
"13846","KRTAP4-7"
"13847","KRTAP2-2"
"13848","KRTAP4-16"
"13849","RNA5SP393"
"13850","MIR4310"
"13851","EIF3J"
"13852","VEZF1P1"
"13853","HMGCLL1"
"13854","DNAI1"
"13855","NOL12"
"13856","U2SURP"
"13857","TMUB1"
"13858","ENHO"
"13859","FREY1"
"13860","GAPDHP49"
"13861","CNTFR"
"13862","PEX16"
"13863","TMEFF2"
"13864","SNORA79"
"13865","MPV17L2"
"13866","DYNLL1P1"
"13867","WDR81"
"13868","MIR6767"
